Label,Total Backward Packets,Bwd Packet Length Max,Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Fwd Packet Length Max,Bwd IAT Total,Fwd IAT Total
PortScan,1.0,6.0,29.0,275862.069,68965.51724,1.0,2.0,0.0,0.0
DDoS,4.0,11595.0,104598.0,111216.2756,66.92288571,3.0,20.0,104550.0,806.0
BENIGN,2.0,121.0,205.0,1678048.78,19512.19512,2.0,51.0,49.0,47.0
DoS Hulk,6.0,4344.0,25526.0,467954.2427,352.5816814,3.0,350.0,25435.0,13999.0
DoS GoldenEye,4.0,3525.0,11963673.0,324.482289,0.752277332,5.0,357.0,12000000.0,6963395.0
DoS Hulk,6.0,8688.0,98298643.0,121.8124649,0.111903885,5.0,367.0,98300000.0,98300000.0
DoS Hulk,6.0,7240.0,99846652.0,119.9239009,0.130199659,7.0,355.0,99800000.0,99800000.0
DDoS,5.0,8760.0,857813.0,13561.23071,9.326041923,3.0,20.0,857691.0,848.0
BENIGN,42.0,1617.0,113042768.0,157.2236801562,0.6900043354,36.0,363.0,113013867.0,113042768.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,1.0,139.0,508.0,387795.2756,3937.007874,1.0,58.0,0.0,0.0
DoS Hulk,0.0,0.0,182.0,0.0,10989.01099,2.0,0.0,0.0,182.0
DoS Hulk,6.0,5792.0,85648130.0,140.2132189,0.140108138,6.0,396.0,85600000.0,85500000.0
DDoS,6.0,5755.0,1212491.0,9594.29802,7.422735509,3.0,20.0,1212445.0,679.0
BENIGN,1.0,167.0,47402.0,5316.231383,42.19231256,1.0,85.0,0.0,0.0
BENIGN,1.0,6.0,59.0,203389.83050847452,33898.30508474576,1.0,6.0,0.0,0.0
DoS Hulk,6.0,4344.0,82637635.0,144.2079024,0.145212287,6.0,322.0,229460.0,82400000.0
BENIGN,1.0,0.0,23.0,0.0,86956.52174,1.0,0.0,0.0,0.0
BENIGN,2.0,102.0,212.0,1264150.943,18867.92453,2.0,32.0,49.0,3.0
BENIGN,2.0,46.0,4135581.0,40.86487485,1.692627952,5.0,46.0,3989188.0,4135581.0
PortScan,1.0,6.0,36.0,222222.2222,55555.55556,1.0,2.0,0.0,0.0
PortScan,1.0,6.0,44.0,136363.6364,45454.54545,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,43.0,139534.8837,46511.62791,1.0,0.0,0.0,0.0
BENIGN,0.0,0.0,88.0,0.0,22727.27273,2.0,0.0,0.0,88.0
BENIGN,2.0,0.0,109.0,0.0,27522.93578,1.0,0.0,48.0,0.0
BENIGN,2.0,20.0,242886.0,47870.19425,32.93726275,6.0,4380.0,315.0,242886.0
BENIGN,0.0,0.0,3.0,4000000.0,666666.6667,2.0,6.0,0.0,3.0
DDoS,5.0,5840.0,47256.0,246042.8305,169.2906721,3.0,20.0,47223.0,24884.0
BENIGN,5.0,4096.0,5157193.0,970.101371,2.714655046,9.0,192.0,210394.0,5157193.0
DoS Hulk,5.0,7240.0,149758.0,79688.56422,53.41951682,3.0,339.0,149723.0,12985.0
PortScan,1.0,6.0,96.0,62500.0,20833.33333,1.0,0.0,0.0,0.0
DoS Hulk,6.0,4344.0,85013156.0,140.4253243,0.176443279,9.0,343.0,141527.0,84900000.0
BENIGN,1.0,181.0,61034.0,3899.465871,32.76862077,1.0,57.0,0.0,0.0
DoS Hulk,7.0,5792.0,99610715.0,120.2983032,0.130508048,6.0,370.0,99600000.0,99500000.0
BENIGN,0.0,0.0,3.0,10300000.0,666666.6667,2.0,31.0,0.0,3.0
BENIGN,1.0,0.0,266.0,67669.17293233082,15037.593984962405,3.0,6.0,0.0,266.0
DDoS,4.0,7215.0,617692.0,18823.29705,11.33250876,3.0,20.0,617630.0,26489.0
BENIGN,2.0,83.0,195.0,1210256.41,20512.82051,2.0,35.0,49.0,4.0
BENIGN,1.0,0.0,51.0,0.0,39215.68627450981,1.0,0.0,0.0,0.0
DDoS,6.0,4380.0,1300941.0,8937.376868,6.918069305,3.0,20.0,1300806.0,15053.0
DoS Hulk,6.0,5792.0,99872477.0,120.0731208,0.100127686,4.0,391.0,96647.0,99800000.0
DDoS,5.0,5840.0,22073.0,526752.1406,362.4337426,3.0,20.0,21972.0,21095.0
DoS Hulk,0.0,0.0,49.0,0.0,40816.32653,2.0,0.0,0.0,49.0
FTP-Patator,15.0,34.0,9565739.0,31.15284663,2.508954091,9.0,26.0,9565622.0,6479334.0
BENIGN,2.0,128.0,137605.0,2325.4968932815,29.068711166,2.0,32.0,3.0,49.0
DDoS,6.0,5840.0,1173491.0,9913.156556,7.669423967,3.0,20.0,1173446.0,802.0
BENIGN,16.0,492.0,115898915.0,19.10285355,0.310615505,20.0,919.0,111000000.0,116000000.0
BENIGN,2.0,175.0,240.0,1758333.333,16666.66667,2.0,36.0,1.0,1.0
BENIGN,1.0,80.0,52179.0,2759.730926,38.3295962,1.0,64.0,0.0,0.0
PortScan,1.0,6.0,55.0,109090.9091,36363.63636,1.0,0.0,0.0,0.0
DoS Hulk,0.0,0.0,1013.0,0.0,1974.333662,2.0,0.0,0.0,1013.0
DDoS,0.0,0.0,11020652.0,2.177729593,0.362954932,4.0,6.0,0.0,11000000.0
BENIGN,1.0,0.0,3.0,0.0,666666.6667,1.0,0.0,0.0,0.0
BENIGN,7.0,337.0,561025.0,3088.988904237779,23.17187291118934,6.0,611.0,415963.0,408621.0
BENIGN,2.0,90.0,269.0,966542.7509,14869.88848,2.0,40.0,48.0,49.0
DDoS,5.0,7300.0,1181017.0,9844.904857,6.7738229,3.0,20.0,1180966.0,24095.0
DoS Hulk,7.0,5792.0,85432210.0,140.0057426,0.152167432,6.0,348.0,85400000.0,85300000.0
PortScan,1.0,6.0,71.0,84507.04225,28169.01408,1.0,0.0,0.0,0.0
DoS Hulk,7.0,5792.0,180704.0,66257.52612,55.33911812,3.0,378.0,180655.0,10989.0
BENIGN,2.0,165.0,69358.0,5824.850774,57.67178984,2.0,37.0,48.0,3.0
BENIGN,0.0,0.0,4456.0,1346.499102,448.8330341,2.0,6.0,0.0,4456.0
BENIGN,2.0,52.0,204.0,862745.098,19607.84314,2.0,36.0,3.0,48.0
BENIGN,2.0,48.0,135.0,1185185.185,29629.62963,2.0,32.0,3.0,3.0
BENIGN,10.0,20.0,82448895.0,141.6756404,0.18193088,5.0,11595.0,80600000.0,82400000.0
PortScan,1.0,6.0,68.0,88235.29412,29411.76471,1.0,0.0,0.0,0.0
DDoS,0.0,0.0,7726881.0,3.882549764,0.647091627,5.0,6.0,0.0,7726881.0
BENIGN,2.0,155.0,183.0,2153005.46448087,21857.9234972678,2.0,42.0,3.0,3.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,1.0,0.0,145633.0,0.0,13.73315114,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,51.0,117647.0588,39215.68627,1.0,0.0,0.0,0.0
BENIGN,4.0,59.0,85659.0,4109.317176,93.39357219,4.0,29.0,37875.0,85510.0
BENIGN,0.0,0.0,4.0,3000000.0,500000.0,2.0,6.0,0.0,4.0
BENIGN,1.0,74.0,60083.0,1930.662583,33.28728592,1.0,42.0,0.0,0.0
BENIGN,1.0,0.0,32.0,0.0,62500.0,1.0,0.0,0.0,0.0
BENIGN,1.0,62.0,30886.0,3496.72991,64.75425759,1.0,46.0,0.0,0.0
BENIGN,1.0,6.0,60.0,200000.0,33333.33333,1.0,6.0,0.0,0.0
BENIGN,1.0,0.0,117143.0,0.0,17.0731499108,1.0,0.0,0.0,0.0
BENIGN,0.0,0.0,23.0,20900000.0,565217.3913,13.0,37.0,0.0,23.0
BENIGN,1.0,90.0,806.0,166253.1017,2481.389578,1.0,44.0,0.0,0.0
PortScan,1.0,6.0,45.0,133333.3333,44444.44444,1.0,0.0,0.0,0.0
DoS Hulk,7.0,4344.0,84703068.0,140.6206443,0.153477322,6.0,298.0,84700000.0,84600000.0
DDoS,6.0,4380.0,265347.0,43818.0948,33.91785096,3.0,20.0,265293.0,24812.0
DoS Hulk,1.0,0.0,150.0,0.0,20000.0,2.0,0.0,0.0,150.0
BENIGN,2.0,48.0,180.0,888888.8889,22222.22222,2.0,32.0,3.0,47.0
DoS GoldenEye,4.0,3525.0,11967869.0,342.7510779,0.752013579,5.0,577.0,12000000.0,6965499.0
BENIGN,16.0,1418.0,117472007.0,47.67093151,0.263892657,15.0,380.0,117000000.0,117000000.0
PortScan,1.0,6.0,67.0,89552.23881,29850.74627,1.0,0.0,0.0,0.0
DoS Hulk,5.0,8688.0,100395197.0,118.7208189,0.109566995,6.0,324.0,115915.0,100000000.0
BENIGN,1.0,176.0,180663.0,1206.666556,11.07033538,1.0,42.0,0.0,0.0
PortScan,1.0,6.0,8.0,750000.0,250000.0,1.0,0.0,0.0,0.0
DDoS,0.0,0.0,10651958.0,2.253106894,0.375517816,4.0,6.0,0.0,10700000.0
DoS Hulk,6.0,4344.0,85635228.0,139.5804073,0.151806684,7.0,358.0,149554.0,85500000.0
PortScan,1.0,6.0,11.0,727272.7273,181818.1818,1.0,2.0,0.0,0.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,1.0,0.0,95345.0,0.0,20.97645393,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,3.0,2666666.667,666666.6667,1.0,2.0,0.0,0.0
BENIGN,1.0,0.0,53.0,0.0,37735.84906,1.0,0.0,0.0,0.0
DoS Hulk,7.0,4344.0,97955907.0,121.9426206,0.153130122,8.0,344.0,22468.0,97900000.0
BENIGN,25.0,2920.0,60089832.0,371.5104412,0.732237028,19.0,517.0,60100000.0,50300000.0
BENIGN,2.0,198.0,216.0,2481481.481,18518.51852,2.0,70.0,48.0,3.0
BENIGN,1.0,6.0,62.0,193548.3871,32258.06452,1.0,6.0,0.0,0.0
DDoS,0.0,0.0,7815797.0,3.838380142,0.639730024,5.0,6.0,0.0,7815797.0
BENIGN,19.0,1418.0,115888064.0,60.73101713046134,0.3537896706946455,22.0,325.0,110620348.0,115888064.0
DoS Hulk,0.0,0.0,6.0,0.0,333333.3333,2.0,0.0,0.0,6.0
PortScan,1.0,6.0,49.0,122448.9796,40816.32653,1.0,0.0,0.0,0.0
DoS Hulk,0.0,0.0,5022.0,0.0,995.6192752,5.0,0.0,0.0,5022.0
BENIGN,5.0,1448.0,6083978.0,605.0317736,2.301126007,9.0,517.0,314602.0,6083978.0
DoS Hulk,6.0,4344.0,84992340.0,140.8950501,0.15295496,7.0,380.0,148661.0,84900000.0
BENIGN,6.0,1448.0,96785.0,35460.0403,165.3148732,10.0,981.0,68170.0,96785.0
PortScan,1.0,6.0,43.0,186046.5116,46511.62791,1.0,2.0,0.0,0.0
BENIGN,1.0,0.0,46.0,0.0,43478.26087,1.0,0.0,0.0,0.0
BENIGN,2.0,47.0,153.0,1019607.843,26143.79085,2.0,31.0,3.0,3.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,1.0,46.0,3328335.0,50.77613882,1.802703153,5.0,46.0,0.0,3328335.0
BENIGN,2.0,156.0,147059.0,3372.795953,40.79995104,4.0,46.0,3.0,30965.0
SSH-Patator,1.0,0.0,52.0,0.0,38461.53846,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,18.0,444444.4444,111111.1111,1.0,2.0,0.0,0.0
BENIGN,2.0,91.0,367814.0,657.941242,10.87506185,2.0,30.0,3.0,2.0
BENIGN,1.0,6.0,52.0,711538.4615,57692.30769,2.0,31.0,0.0,3.0
BENIGN,0.0,0.0,23.0,1347826.087,86956.52174,2.0,31.0,0.0,23.0
BENIGN,13.0,1601.0,60687631.0,82.01012163,0.444901202,14.0,654.0,60600000.0,60700000.0
DoS Hulk,0.0,0.0,1096.0,0.0,4562.043796,5.0,0.0,0.0,1096.0
DDoS,4.0,11595.0,95398386.0,122.2557371,0.125788292,8.0,20.0,32827.0,95400000.0
BENIGN,0.0,0.0,3.0,93300000.0,666666.6667,2.0,274.0,0.0,3.0
BENIGN,1.0,0.0,107.0,0.0,18691.58879,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,71.0,112676.0563,28169.01408,1.0,2.0,0.0,0.0
DoS GoldenEye,4.0,3525.0,36056367.0,105.83429,0.388280938,10.0,291.0,5006718.0,31100000.0
PortScan,1.0,6.0,43.0,139534.8837,46511.62791,1.0,0.0,0.0,0.0
SSH-Patator,32.0,976.0,11512903.0,412.8411401,4.603530491,21.0,640.0,11500000.0,9395347.0
PortScan,1.0,6.0,79.0,75949.36709,25316.4557,1.0,0.0,0.0,0.0
DDoS,6.0,4380.0,50427.0,230570.9243,178.4758165,3.0,20.0,50403.0,11271.0
PortScan,1.0,6.0,76.0,78947.36842,26315.78947,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,5.0,1600000.0,400000.0,1.0,2.0,0.0,0.0
PortScan,1.0,6.0,42.0,142857.1429,47619.04762,1.0,0.0,0.0,0.0
DoS Hulk,8.0,4344.0,117135950.0,101.5572077,0.110982154,5.0,289.0,117000000.0,117000000.0
DDoS,5.0,5840.0,405376.0,28696.81481,19.73476476,3.0,20.0,405335.0,462.0
DDoS,5.0,7300.0,31058.0,374364.093,257.5825874,3.0,20.0,31024.0,22011.0
DoS Hulk,0.0,0.0,1019.0,0.0,1962.708538,2.0,0.0,0.0,1019.0
BENIGN,0.0,0.0,998759.0,12.0149105,2.002485084,2.0,6.0,0.0,998759.0
BENIGN,1.0,74.0,30687.0,3910.450679,65.17417799,1.0,46.0,0.0,0.0
BENIGN,4.0,44.0,62709.0,5613.229361,127.5733946,4.0,44.0,31965.0,62009.0
BENIGN,72.0,2896.0,115549709.0,881.2051617,1.237562615,71.0,275.0,113000000.0,116000000.0
PortScan,1.0,6.0,46.0,173913.0435,43478.26087,1.0,2.0,0.0,0.0
BENIGN,6.0,1997.0,31492386.0,150.86186229268242,0.4445518989891715,8.0,345.0,1491093.0,31492386.0
DDoS,0.0,0.0,4085887.0,5.873877569,0.978979595,4.0,6.0,0.0,4085887.0
PortScan,1.0,6.0,68.0,88235.29412,29411.76471,1.0,0.0,0.0,0.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
DoS Hulk,5.0,5803.0,97428478.0,122.7977717,0.123167274,7.0,369.0,1728.0,97400000.0
BENIGN,1.0,0.0,67.0,0.0,29850.74627,1.0,0.0,0.0,0.0
DDoS,0.0,0.0,10885689.0,2.755911913,0.459318652,5.0,6.0,0.0,10900000.0
BENIGN,2.0,104.0,61794.0,5049.033887,64.73120368,2.0,52.0,3.0,3.0
PortScan,1.0,6.0,1.0,6000000.0,2000000.0,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,22.0,272727.2727,90909.09091,1.0,0.0,0.0,0.0
Web Attack ï¿½ Brute Force,1.0,0.0,5732160.0,0.0,0.697817228,3.0,0.0,0.0,5732160.0
BENIGN,2.0,242.0,324.0,1728395.062,12345.67901,2.0,38.0,10.0,191.0
DDoS,0.0,0.0,23015.0,1303.497719,217.2496198,5.0,6.0,0.0,23015.0
PortScan,1.0,6.0,44.0,181818.1818,45454.54545,1.0,2.0,0.0,0.0
BENIGN,1.0,143.0,702.0,313390.3134,2849.002849,1.0,77.0,0.0,0.0
BENIGN,2.0,64.0,23905.0,8366.450533,167.3290107,2.0,36.0,3.0,3.0
DoS Hulk,1.0,0.0,10015.0,1198.202696,299.550674,2.0,6.0,0.0,10015.0
BENIGN,4.0,176.0,6019355.0,140.3804893,1.661307565,6.0,517.0,88761.0,6019355.0
PortScan,1.0,6.0,64.0,93750.0,31250.0,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,62.0,96774.19355,32258.06452,1.0,0.0,0.0,0.0
BENIGN,1.0,82.0,46808.0,2713.2114168518,42.7277388481,1.0,45.0,0.0,0.0
BENIGN,4.0,6.0,38596.0,5959.166753,259.0942067,6.0,74.0,31431.0,38596.0
DoS Hulk,6.0,5792.0,98617871.0,121.0125495,0.121681799,6.0,339.0,147652.0,98500000.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
DoS Hulk,0.0,0.0,5.0,0.0,400000.0,2.0,0.0,0.0,5.0
DoS slowloris,1.0,0.0,77151672.0,0.103691855,0.038884446,2.0,8.0,0.0,77200000.0
SSH-Patator,1.0,0.0,79.0,0.0,25316.4557,1.0,0.0,0.0,0.0
DDoS,0.0,0.0,2436953.0,12.3104549,2.051742483,5.0,6.0,0.0,2436953.0
BENIGN,2.0,6.0,49.0,326530.6122,81632.65306,2.0,2.0,1.0,1.0
DoS Hulk,6.0,5792.0,98793640.0,121.2021341,0.121465309,6.0,379.0,145347.0,98700000.0
PortScan,1.0,6.0,63.0,95238.09524,31746.03175,1.0,0.0,0.0,0.0
BENIGN,1.0,0.0,5617540.0,2.136166365,0.712055455,3.0,6.0,0.0,5617540.0
PortScan,1.0,6.0,41.0,146341.4634,48780.4878,1.0,0.0,0.0,0.0
BENIGN,2.0,226.0,221.0,2407239.819,18099.54751,2.0,40.0,4.0,4.0
BENIGN,2.0,220.0,139337.0,3918.557167,28.70737851,2.0,53.0,3.0,3.0
DDoS,6.0,4380.0,132493.0,87800.86495,67.92811696,3.0,20.0,132445.0,763.0
DDoS,5.0,5840.0,599318.0,19410.39648,13.34850614,3.0,20.0,599302.0,632.0
BENIGN,1.0,62.0,30570.0,3532.8753680079,65.4236179261,1.0,46.0,0.0,0.0
BENIGN,2.0,111.0,47216.0,6523.21247,84.71704507,2.0,43.0,47.0,2.0
BENIGN,2.0,51.0,565930.0,303.9245136,7.068011945,2.0,35.0,3.0,1.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,1.0,95.0,30686.0,4627.517435,65.1763019,1.0,47.0,0.0,0.0
BENIGN,47.0,2920.0,116513350.0,500.7752331,0.71236472,36.0,290.0,111000000.0,117000000.0
BENIGN,2.0,197.0,257.0,2070038.911,15564.20233,2.0,69.0,48.0,46.0
BENIGN,2.0,51.0,181.0,950276.2431,22099.44751,2.0,35.0,4.0,4.0
BENIGN,2.0,23.0,156.0,589743.5897,25641.02564,2.0,23.0,2.0,1.0
DDoS,6.0,5755.0,80256741.0,145.3211264,0.174440176,8.0,20.0,1821368.0,78400000.0
BENIGN,0.0,0.0,14887.0,806.0724122,134.345402,2.0,6.0,0.0,14887.0
DDoS,4.0,8760.0,35496.0,327558.0347,197.2053189,3.0,20.0,35364.0,32012.0
BENIGN,0.0,0.0,48.0,250000.0,41666.66667,2.0,6.0,0.0,48.0
BENIGN,1.0,0.0,21.0,0.0,95238.0952380952,1.0,0.0,0.0,0.0
BENIGN,3.0,976.0,9896514.0,138.9378118,0.707319769,4.0,381.0,9770155.0,897103.0
BENIGN,0.0,0.0,1.0,12000000.0,2000000.0,2.0,6.0,0.0,1.0
DDoS,5.0,5840.0,1170485.0,9938.615189,6.834773619,3.0,20.0,1170440.0,503.0
BENIGN,1.0,100.0,30533.0,4879.965938,65.5028985,1.0,49.0,0.0,0.0
PortScan,1.0,6.0,46.0,130434.7826,43478.26087,1.0,0.0,0.0,0.0
DDoS,6.0,5840.0,495382.0,23470.77609,18.16779778,3.0,20.0,495377.0,3908.0
BENIGN,0.0,0.0,3.0,12333333.3333333,666666.666666667,2.0,37.0,0.0,3.0
BENIGN,1.0,0.0,32.0,0.0,62500.0,1.0,0.0,0.0,0.0
BENIGN,16.0,442.0,117092496.0,32.40173478,0.307449249,20.0,942.0,112000000.0,117000000.0
BENIGN,0.0,0.0,3.0,1333333.333,666666.6667,2.0,2.0,0.0,3.0
BENIGN,5.0,1646.0,5075055.0,696.9382598,2.561548594,8.0,193.0,132737.0,5075055.0
BENIGN,0.0,0.0,49.0,81632.65306,40816.32653,2.0,2.0,0.0,49.0
BENIGN,2.0,142.0,203.0,1802955.6650246305,19704.433497536946,2.0,41.0,46.0,3.0
DDoS,6.0,5840.0,637494.0,18238.60303,14.11777993,3.0,20.0,637462.0,14524.0
BENIGN,1.0,110.0,38660.0,4242.110709,51.73305742,1.0,54.0,0.0,0.0
DoS Hulk,0.0,0.0,973.0,0.0,2055.498458,2.0,0.0,0.0,973.0
BENIGN,2.0,135.0,200.0,1890000.0,20000.0,2.0,54.0,50.0,3.0
DoS Hulk,5.0,10147.0,85988167.0,138.7167609,0.139554085,7.0,333.0,1689.0,86000000.0
BENIGN,2.0,149.0,7110184.0,48.66259439,0.562573345,2.0,61.0,7042773.0,7109535.0
DoS Hulk,0.0,0.0,1.0,0.0,2000000.0,2.0,0.0,0.0,1.0
DoS Hulk,6.0,4344.0,67519645.0,176.17095,0.222157566,9.0,300.0,64447.0,67500000.0
DDoS,0.0,0.0,6032505.0,3.978446765,0.663074461,4.0,6.0,0.0,6032505.0
BENIGN,1.0,101.0,59916.0,2436.744776,33.38006542,1.0,45.0,0.0,0.0
DoS Hulk,2.0,11.0,14313.0,1606.930762,279.4662195,2.0,6.0,14277.0,611.0
BENIGN,1.0,0.0,172.0,0.0,11627.90698,1.0,0.0,0.0,0.0
DDoS,5.0,5840.0,1630327.0,7135.378363,4.906991051,3.0,20.0,1630214.0,633.0
BENIGN,2.0,157.0,62818.0,6176.573594,63.67601643,2.0,37.0,48.0,3.0
BENIGN,19.0,2860.0,567095.0,33202.54984,63.48142727,17.0,207.0,525340.0,567095.0
DoS Hulk,6.0,4344.0,82716.0,145171.43,108.8060351,3.0,413.0,82630.0,11005.0
DoS Hulk,0.0,0.0,48.0,0.0,41666.66667,2.0,0.0,0.0,48.0
DDoS,5.0,10135.0,560491.0,20755.01658,14.27319975,3.0,20.0,560457.0,624.0
BENIGN,1.0,6.0,31377.0,120820.9835,159.3523919,4.0,2337.0,0.0,31377.0
BENIGN,0.0,0.0,4.0,1000000.0,500000.0,2.0,2.0,0.0,4.0
BENIGN,0.0,0.0,120.0,0.0,16666.66667,2.0,0.0,0.0,120.0
PortScan,1.0,6.0,39.0,205128.2051,51282.05128,1.0,2.0,0.0,0.0
BENIGN,1.0,46.0,4295973.0,42.13248081,1.396656823,5.0,46.0,0.0,4295973.0
BENIGN,0.0,0.0,3.0,1333333.333,666666.6667,2.0,2.0,0.0,3.0
DoS Hulk,7.0,5792.0,98315704.0,121.3234459,0.132227096,6.0,315.0,98300000.0,98300000.0
BENIGN,17.0,529.0,112280710.0,43.15077808,0.320624976,19.0,687.0,111000000.0,112000000.0
DoS Hulk,0.0,0.0,967.0,0.0,2068.252327,2.0,0.0,0.0,967.0
BENIGN,2.0,118.0,583891.0,554.8980889,6.85059369,2.0,44.0,4.0,4.0
BENIGN,0.0,0.0,4.0,7750000.0,500000.0,2.0,31.0,0.0,4.0
DoS Hulk,7.0,5792.0,83423207.0,143.077693,0.155831938,6.0,323.0,83400000.0,83300000.0
PortScan,1.0,6.0,47.0,127659.5745,42553.19149,1.0,0.0,0.0,0.0
Web Attack ï¿½ XSS,1.0,0.0,5558846.0,0.0,0.719573811,3.0,0.0,0.0,5558846.0
BENIGN,6.0,1460.0,197083.0,31164.53474,60.88805224,6.0,1077.0,168538.0,135336.0
BENIGN,1.0,6.0,33.0,363636.3636,60606.06061,1.0,6.0,0.0,0.0
BENIGN,1.0,91.0,23935.0,5765.615208,83.55964069,1.0,47.0,0.0,0.0
BENIGN,1.0,6.0,273.0,65934.06593,10989.01099,2.0,6.0,0.0,273.0
BENIGN,1.0,81.0,30474.0,4265.931614,65.62971714,1.0,49.0,0.0,0.0
BENIGN,0.0,0.0,388.0,30927.8350515464,5154.6391752577,2.0,6.0,0.0,388.0
BENIGN,6.0,361.0,98336713.0,121.7653065,0.132198846,7.0,5792.0,98300000.0,98300000.0
BENIGN,1.0,6.0,182.0,65934.06593,10989.01099,1.0,6.0,0.0,0.0
DoS Hulk,0.0,0.0,1003.0,0.0,1994.017946,2.0,0.0,0.0,1003.0
DDoS,6.0,7300.0,1241828.0,9367.641896,7.247380475,3.0,20.0,1241721.0,654.0
BENIGN,0.0,0.0,48.0,250000.0,41666.66667,2.0,6.0,0.0,48.0
DDoS,6.0,5840.0,72538426.0,160.7010331,0.193001155,8.0,20.0,1737359.0,70800000.0
BENIGN,0.0,0.0,2.0,6000000.0,1000000.0,2.0,6.0,0.0,2.0
BENIGN,1.0,0.0,64.0,0.0,31250.0,1.0,0.0,0.0,0.0
BENIGN,2.0,6.0,1911.0,1826268.969,3663.003663,5.0,1398.0,237.0,1911.0
DoS GoldenEye,6.0,5840.0,5004436.0,2400.670125,2.597695325,7.0,382.0,5004408.0,3626.0
BENIGN,1.0,128.0,62542.0,2750.151897924595,31.97851044098366,1.0,44.0,0.0,0.0
BENIGN,2.0,102.0,187.0,1540106.952,21390.37433,2.0,42.0,4.0,4.0
BENIGN,2.0,261.0,243.0,2518518.519,16460.90535,2.0,45.0,4.0,4.0
DDoS,0.0,0.0,4301343.0,5.579652681,0.929942113,4.0,6.0,0.0,4301343.0
DoS GoldenEye,5.0,10184.0,11555663.0,1048.836402,1.12498954,8.0,488.0,11600000.0,6556617.0
DoS Hulk,0.0,0.0,6.0,0.0,666666.6667,4.0,0.0,0.0,6.0
BENIGN,2.0,138.0,241103.0,1559.499467,16.59041986,2.0,50.0,3.0,4.0
DoS Hulk,6.0,10136.0,117430168.0,102.4268312,0.102188392,6.0,415.0,117000000.0,117000000.0
DDoS,4.0,11595.0,8699937.0,1339.89476,1.264376972,7.0,20.0,528165.0,8172656.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
BENIGN,0.0,0.0,3.0,10333333.333333334,666666.6666666666,2.0,31.0,0.0,3.0
PortScan,1.0,6.0,42.0,142857.1429,47619.04762,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,9.0,888888.8889,222222.2222,1.0,2.0,0.0,0.0
PortScan,1.0,6.0,49.0,122448.9796,40816.32653,1.0,0.0,0.0,0.0
DoS Hulk,5.0,10147.0,98502128.0,120.9517017,0.131976844,8.0,319.0,3855.0,98500000.0
BENIGN,0.0,0.0,232.0,51724.13793,8620.689655,2.0,6.0,0.0,232.0
PortScan,1.0,6.0,42.0,142857.1429,47619.04762,1.0,0.0,0.0,0.0
BENIGN,4.0,100.0,73535.0,7561.025362,108.7917318,4.0,39.0,25276.0,73353.0
PortScan,1.0,6.0,93.0,64516.12903,21505.37634,1.0,0.0,0.0,0.0
BENIGN,2.0,211.0,73177.0,7625.346762,81.99297594,4.0,34.0,3.0,48418.0
BENIGN,2.0,91.0,188.0,1361702.128,21276.59574,2.0,37.0,4.0,3.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
DDoS,6.0,4380.0,457359.0,25422.04264,19.6781959,3.0,20.0,457335.0,7997.0
DoS Hulk,5.0,10136.0,99713836.0,120.1137222,0.130373081,8.0,352.0,99700000.0,99700000.0
BENIGN,0.0,0.0,41.0,756097.561,48780.4878,2.0,31.0,0.0,41.0
BENIGN,1.0,0.0,5942061.0,0.0,0.673167105,3.0,0.0,0.0,5942061.0
BENIGN,1.0,0.0,188.0,0.0,10638.29787,1.0,0.0,0.0,0.0
BENIGN,2.0,53.0,168.0,1071428.571,23809.52381,2.0,37.0,48.0,4.0
BENIGN,1.0,6.0,17.0,705882.3529,117647.0588,1.0,6.0,0.0,0.0
BENIGN,2.0,77.0,208.0,1105769.231,19230.76923,2.0,38.0,49.0,48.0
PortScan,1.0,6.0,72.0,83333.33333,27777.77778,1.0,0.0,0.0,0.0
